level,taste,service,environment,location,comment_num,name,food_type,avg_cost,url
三星商户,0,0,0,八卦岭/园岭,0,强记炒饼,小吃快餐,0,http://www.dianping.com/shop/50576894
三星商户,0,0,0,八卦岭/园岭,0,明铧大排档,粤菜,0,http://www.dianping.com/shop/9218258
三星商户,0,0,0,八卦岭/园岭,0,木屋烧烤,烧烤,￥79,http://www.dianping.com/shop/21644847
三星商户,0,0,0,八卦岭/园岭,0,河南水煎包,小吃快餐,0,http://www.dianping.com/shop/80279781
三星商户,0,0,0,八卦岭/园岭,0,深圳市四叶草餐饮管理有限公司,小吃快餐,0,http://www.dianping.com/shop/79695059
三星商户,0,0,0,八卦岭/园岭,0,渔米之乡,湘菜,0,http://www.dianping.com/shop/66851084
三星商户,0,0,0,八卦岭/园岭,0,渝九老灶,小吃快餐,0,http://www.dianping.com/shop/80354752
三星商户,0,0,0,八卦岭/园岭,0,渝馨干锅香辣鸭头,川菜,0,http://www.dianping.com/shop/80367276
三星商户,0,0,0,八卦岭/园岭,0,湘粤缘土菜馆,川菜,0,http://www.dianping.com/shop/107299009
三星商户,0,0,0,八卦岭/园岭,0,满天星炭烤,烧烤,0,http://www.dianping.com/shop/16968817
三星商户,0,0,0,八卦岭/园岭,0,牛井菜馆,小吃快餐,0,http://www.dianping.com/shop/79748888
三星商户,0,0,0,八卦岭/园岭,0,猪杂汤(梨园店),川菜,0,http://www.dianping.com/shop/48874132
三星商户,0,0,0,八卦岭/园岭,0,生日蛋糕预订(八卦岭店),面包甜点,0,http://www.dianping.com/shop/73395035
三星商户,0,0,0,八卦岭/园岭,0,百年味道餐馆,小吃快餐,0,http://www.dianping.com/shop/20750574
三星商户,0,0,0,八卦岭/园岭,0,祥记梅县腌面馆,粥粉面,0,http://www.dianping.com/shop/20750552
三星商户,0,0,0,八卦岭/园岭,0,禾轩捞面,粥粉面,0,http://www.dianping.com/shop/57667825
三星商户,0,0,0,八卦岭/园岭,0,米米村,其他美食,0,http://www.dianping.com/shop/68402884
三星商户,0,0,0,八卦岭/园岭,0,美滋滋(新一佳园岭店),小吃快餐,0,http://www.dianping.com/shop/77421651
三星商户,0,0,0,八卦岭/园岭,0,茶物语,饮品店,￥11,http://www.dianping.com/shop/77763100
三星商户,0,0,0,八卦岭/园岭,0,西门豆花(八卦岭),小吃快餐,0,http://www.dianping.com/shop/83454915
三星商户,0,0,0,八卦岭/园岭,0,辉记砂锅粥,小吃快餐,0,http://www.dianping.com/shop/20856125
三星商户,0,0,0,八卦岭/园岭,0,酱香饼,小吃快餐,0,http://www.dianping.com/shop/65615855
三星商户,0,0,0,八卦岭/园岭,0,醇食尚零食,小吃快餐,0,http://www.dianping.com/shop/20760456
三星商户,0,0,0,八卦岭/园岭,0,阿慕斯蛋糕(福田店),面包甜点,0,http://www.dianping.com/shop/111983721
三星商户,0,0,0,八卦岭/园岭,0,阿香发海鲜大排挡,江河湖海鲜,0,http://www.dianping.com/shop/78017409
三星商户,0,0,0,八卦岭/园岭,0,顶顶香涮涮锅,火锅,0,http://www.dianping.com/shop/80150347
三星商户,0,0,0,八卦岭/园岭,0,鱼君记酸菜鱼,川菜,0,http://www.dianping.com/shop/98174492
三星商户,0,0,0,八卦岭/园岭,0,鲈香酸菜鱼,川菜,0,http://www.dianping.com/shop/112245174
三星商户,0,0,0,八卦岭/园岭,3,虾神探(华强北店),小龙虾,0,http://www.dianping.com/shop/107720340
三星商户,0,0,0,华强北,0,brotherの水果沙龙,饮品店,0,http://www.dianping.com/shop/90405298
三星商户,0,0,0,华强北,0,cheese tart(茂业百货华强北店),面包甜点,0,http://www.dianping.com/shop/77501199
三星商户,0,0,0,华强北,0,chees蛋糕,面包甜点,0,http://www.dianping.com/shop/77513390
三星商户,0,0,0,华强北,0,Helen Moda,西餐,0,http://www.dianping.com/shop/72418902
三星商户,0,0,0,华强北,0,Hurom 嘉人果汁机(九方购物中心店),饮品店,0,http://www.dianping.com/shop/79577617
三星商户,0,0,0,华强北,0,ice 冰元舍,饮品店,0,http://www.dianping.com/shop/80533616
三星商户,0,0,0,华强北,0,MATRESHKA,西餐,0,http://www.dianping.com/shop/72366562
三星商户,0,0,0,华强北,0,PATRINIA PEPE,西餐,0,http://www.dianping.com/shop/72402502
三星商户,0,0,0,华强北,0,season wind,饮品店,0,http://www.dianping.com/shop/72433885
三星商户,0,0,0,华强北,0,UCHINO(茂业百货店),日本菜,0,http://www.dianping.com/shop/72382582
三星商户,0,0,0,华强北,0,vdress,饮品店,0,http://www.dianping.com/shop/63651371
三星商户,0,0,0,华强北,0,wookcaa饮料店,饮品店,0,http://www.dianping.com/shop/79628611
三星商户,0,0,0,华强北,0,一口,川菜,0,http://www.dianping.com/shop/108090316
三星商户,0,0,0,华强北,0,今日资讯,其他美食,0,http://www.dianping.com/shop/17223592
三星商户,0,0,0,华强北,0,付超川湘粤美食园,川菜,0,http://www.dianping.com/shop/40035280
三星商户,0,0,0,华强北,0,刘老记潮汕隆江猪脚饭(三号路),粤菜,0,http://www.dianping.com/shop/68594620
三星商户,0,0,0,华强北,0,包得,面包甜点,0,http://www.dianping.com/shop/43852648
三星商户,0,0,0,华强北,0,华衣网是故饭馆,其他美食,0,http://www.dianping.com/shop/78963744
三星商户,0,0,0,华强北,0,友咖啡自动咖啡机,饮品店,0,http://www.dianping.com/shop/92040000
三星商户,0,0,0,华强北,0,味蒸香浏阳蒸菜,湘菜,0,http://www.dianping.com/shop/111528133
三星商户,0,0,0,华强北,0,哈林牛蛙,川菜,0,http://www.dianping.com/shop/96632406
三星商户,0,0,0,华强北,0,嘉乐桂林米粉,粥粉面,0,http://www.dianping.com/shop/18229481
三星商户,0,0,0,华强北,0,壹佳鲜品,川菜,0,http://www.dianping.com/shop/110713973
三星商户,0,0,0,华强北,0,多利萝玛排骨之家,火锅,0,http://www.dianping.com/shop/79697450
三星商户,0,0,0,华强北,0,小同时代,火锅,0,http://www.dianping.com/shop/79045314
三星商户,0,0,0,华强北,0,尚品正宗隆江猪脚饭,其他美食,0,http://www.dianping.com/shop/69332376
三星商户,0,0,0,华强北,0,山西面食,粥粉面,0,http://www.dianping.com/shop/79848494
三星商户,0,0,0,华强北,0,川味轩,川菜,0,http://www.dianping.com/shop/69401111
三星商户,0,0,0,华强北,0,川粤食光,川菜,0,http://www.dianping.com/shop/96310800
三星商户,0,0,0,华强北,0,川香味鱼庄,川菜,0,http://www.dianping.com/shop/95914088
三星商户,0,0,0,华强北,0,川香麻辣香锅,川菜,0,http://www.dianping.com/shop/69900782
三星商户,0,0,0,华强北,0,广州市天河区华夏路与华利路交界,粤菜,0,http://www.dianping.com/shop/67767837
三星商户,0,0,0,华强北,0,心味觉生日蛋糕(华新店),面包甜点,0,http://www.dianping.com/shop/124645724
三星商户,0,0,0,华强北,0,恋恋茶饮,饮品店,￥15,http://www.dianping.com/shop/69881563
三星商户,0,0,0,华强北,0,普记粉面店,粥粉面,0,http://www.dianping.com/shop/65256158
三星商户,0,0,0,华强北,0,智康1对1红荔(上步校区),其他美食,0,http://www.dianping.com/shop/62505616
三星商户,0,0,0,华强北,0,松吉锂电车,西餐,0,http://www.dianping.com/shop/77188368
三星商户,0,0,0,华强北,0,汤粉王,粥粉面,0,http://www.dianping.com/shop/69420167
三星商户,0,0,0,华强北,0,清真餐厅西北美食,其他美食,0,http://www.dianping.com/shop/77178825
三星商户,0,0,0,华强北,0,渔家酸菜鱼,川菜,0,http://www.dianping.com/shop/114447010
三星商户,0,0,0,华强北,0,渝煮江湖,川菜,0,http://www.dianping.com/shop/111994949
三星商户,0,0,0,华强北,0,湖北菜馆,其他美食,0,http://www.dianping.com/shop/68322317
三星商户,0,0,0,华强北,0,湘村小师傅,川菜,0,http://www.dianping.com/shop/112105842
三星商户,0,0,0,华强北,0,湘竹人家,湘菜,0,http://www.dianping.com/shop/18171135
三星商户,0,0,0,华强北,0,潮尚品味轩,火锅,0,http://www.dianping.com/shop/114474566
三星商户,0,0,0,华强北,0,潮汕大排档特色小炒,粤菜,0,http://www.dianping.com/shop/90402922
三星商户,0,0,0,华强北,0,焖烧小馆,川菜,0,http://www.dianping.com/shop/63062228
三星商户,0,0,0,华强北,0,牛牛站酸辣粉,小吃快餐,￥13,http://www.dianping.com/shop/80318482
三星商户,0,0,0,华强北,0,百丰汇便利店(福田店),其他美食,0,http://www.dianping.com/shop/66323842
三星商户,0,0,0,华强北,0,美宜佳(振兴店),其他美食,0,http://www.dianping.com/shop/68166823
三星商户,0,0,0,华强北,0,美宜佳(赛格科技园店),其他美食,0,http://www.dianping.com/shop/69470484
三星商户,0,0,0,华强北,0,美+精品面点,粥粉面,0,http://www.dianping.com/shop/62882753
三星商户,0,0,0,华强北,0,老酒川菜,川菜,0,http://www.dianping.com/shop/93055053
三星商户,0,0,0,华强北,0,航程发进口食品商行(航程发商行),食品保健,0,http://www.dianping.com/shop/15992647
三星商户,0,0,0,华强北,0,花果传情,面包甜点,0,http://www.dianping.com/shop/19581522
三星商户,0,0,0,华强北,0,花点时间(茂业百货店),饮品店,0,http://www.dianping.com/shop/98179839
三星商户,0,0,0,华强北,0,贡茶(世家华强北店),饮品店,￥16,http://www.dianping.com/shop/83457463
三星商户,0,0,0,华强北,0,贺街酒家,其他美食,0,http://www.dianping.com/shop/19121101
三星商户,0,0,0,华强北,0,身份证阅读器,其他美食,0,http://www.dianping.com/shop/70078822
三星商户,0,0,0,华强北,0,酷辣派对,川菜,0,http://www.dianping.com/shop/107702930
三星商户,0,0,0,华强北,0,锅中宝,其他美食,0,http://www.dianping.com/shop/69360208
三星商户,0,0,0,华强北,0,雅厨,川菜,0,http://www.dianping.com/shop/48125501
三星商户,0,0,0,华强北,0,零时代,其他美食,0,http://www.dianping.com/shop/24277094
三星商户,0,0,0,华强北,0,霸王鸡条,小吃快餐,0,http://www.dianping.com/shop/41370315
三星商户,0,0,0,华强北,0,面己,粥粉面,0,http://www.dianping.com/shop/75565479
三星商户,0,0,0,华强北,0,香港天德,小吃快餐,0,http://www.dianping.com/shop/83144163
三星商户,0,0,0,华强北,0,香麦园(振中路店),湘菜,0,http://www.dianping.com/shop/69471834
三星商户,0,0,0,华强北,0,鹿角戏,饮品店,0,http://www.dianping.com/shop/113079646
三星商户,0,0,0,华强北,0,麦咖啡(百花四路店),饮品店,￥24,http://www.dianping.com/shop/77624854
三星商户,0,0,0,华强北,0,麻辣正锅,川菜,0,http://www.dianping.com/shop/98229629
三星商户,0,0,0,华强北,0,鼎鑫火锅,火锅,0,http://www.dianping.com/shop/4586744
三星商户,0,0,0,华强北,125,鲜果沙拉,西餐,0,http://www.dianping.com/shop/95417493
三星商户,0,0,0,华强北,16,淇淇乐,面包甜点,0,http://www.dianping.com/shop/9222984
三星商户,0,0,0,华强北,1,柳州螺狮粉,小吃快餐,0,http://www.dianping.com/shop/68893362
三星商户,0,0,0,华强北,1,法国餐厅,西餐,0,http://www.dianping.com/shop/79730099
三星商户,0,0,0,华强北,1,熙园食府,其他美食,0,http://www.dianping.com/shop/79321592
三星商户,0,0,0,华强北,1,百合香心蛋糕,面包甜点,0,http://www.dianping.com/shop/67135154
三星商户,0,0,0,华强北,1,红久久川菜馆(华强北店),川菜,0,http://www.dianping.com/shop/111971556
三星商户,0,0,0,华强北,1,谢记烤活鱼,川菜,0,http://www.dianping.com/shop/100328510
三星商户,0,0,0,华强北,228,麦益基汉堡,西餐,0,http://www.dianping.com/shop/69452320
三星商户,0,0,0,华强北,431,张新发槟榔,小吃快餐,0,http://www.dianping.com/shop/97311272
三星商户,0,0,0,华强北,7,小鱼儿小龙虾,小龙虾,0,http://www.dianping.com/shop/107722546
三星商户,0,0,0,华强南,0,Cafe&Bar,饮品店,0,http://www.dianping.com/shop/68693635
三星商户,0,0,0,华强南,0,cherry,面包甜点,0,http://www.dianping.com/shop/70141031
三星商户,0,0,0,华强南,0,YIJIAYI,面包甜点,0,http://www.dianping.com/shop/67212340
三星商户,0,0,0,华强南,0,九头鸟餐馆,粤菜,0,http://www.dianping.com/shop/15003919
三星商户,0,0,0,华强南,0,佳美餐厅(南园店),小吃快餐,0,http://www.dianping.com/shop/18594247
三星商户,0,0,0,华强南,0,南北风味串串香,火锅,0,http://www.dianping.com/shop/77781987
三星商户,0,0,0,华强南,0,南记潮汕味,小吃快餐,0,http://www.dianping.com/shop/48644796
三星商户,0,0,0,华强南,0,卡物杯果汁冰(福田店),小吃快餐,0,http://www.dianping.com/shop/98274298
三星商户,0,0,0,华强南,0,原味汤粉面,烧烤,0,http://www.dianping.com/shop/50598773
三星商户,0,0,0,华强南,0,古香烧鸡皇(福祥店),小吃快餐,0,http://www.dianping.com/shop/66133487
三星商户,0,0,0,华强南,0,台资味(深圳华强南店),小吃快餐,￥21,http://www.dianping.com/shop/67629772
三星商户,0,0,0,华强南,0,周黑鸭(福田高铁站一店),小吃快餐,0,http://www.dianping.com/shop/98082282
三星商户,0,0,0,华强南,0,和胜记·潮汕边炉·莲藕火锅,小吃快餐,0,http://www.dianping.com/shop/114458609
三星商户,0,0,0,华强南,0,品茗轩茶艺,其他美食,0,http://www.dianping.com/shop/71388575
三星商户,0,0,0,华强南,0,嘉星大排档,粤菜,0,http://www.dianping.com/shop/95538454
三星商户,0,0,0,华强南,0,太公凉茶,饮品店,0,http://www.dianping.com/shop/69343651
三星商户,0,0,0,华强南,0,威哥羊肉粉店,火锅,0,http://www.dianping.com/shop/77801169
三星商户,0,0,0,华强南,0,客家汤粉王,小吃快餐,0,http://www.dianping.com/shop/110687638
三星商户,0,0,0,华强南,0,家乡白切菜鸭(福祥街店),小吃快餐,0,http://www.dianping.com/shop/90012699
三星商户,0,0,0,华强南,0,寻·味茶饮,饮品店,0,http://www.dianping.com/shop/92570174
三星商户,0,0,0,华强南,0,川圳百乐火锅,川菜,0,http://www.dianping.com/shop/524364
三星商户,0,0,0,华强南,0,强记快餐,小吃快餐,￥25,http://www.dianping.com/shop/57456137
三星商户,0,0,0,华强南,0,振城客家食品,食品保健,0,http://www.dianping.com/shop/20760615
三星商户,0,0,0,华强南,0,李茂印水饺店,小吃快餐,0,http://www.dianping.com/shop/69279761
三星商户,0,0,0,华强南,0,极味烧鸡,其他美食,0,http://www.dianping.com/shop/90492458
三星商户,0,0,0,华强南,0,林娥包子水饺店,小吃快餐,0,http://www.dianping.com/shop/50397393
三星商户,0,0,0,华强南,0,柠檬皇后港式甜品(海沃店),面包甜点,￥16,http://www.dianping.com/shop/79751707
三星商户,0,0,0,华强南,0,正尚音乐烤吧,烧烤,0,http://www.dianping.com/shop/20758911
三星商户,0,0,0,华强南,0,洪湖一绝餐馆,小吃快餐,0,http://www.dianping.com/shop/20863174
三星商户,0,0,0,华强南,0,湘水芙蓉,湘菜,0,http://www.dianping.com/shop/9206421
三星商户,0,0,0,华强南,0,湘约小厨,川菜,0,http://www.dianping.com/shop/101946020
三星商户,0,0,0,华强南,0,湘鄂人家快餐,川菜,0,http://www.dianping.com/shop/113965566
三星商户,0,0,0,华强南,0,潮味肠粉蒸面,粥粉面,0,http://www.dianping.com/shop/123242264
三星商户,0,0,0,华强南,0,潮汕砂锅粥,小吃快餐,0,http://www.dianping.com/shop/10618209
三星商户,0,0,0,华强南,0,潮香番薯粥,小吃快餐,0,http://www.dianping.com/shop/69342558
三星商户,0,0,0,华强南,0,焱唇麻辣烫,小吃快餐,0,http://www.dianping.com/shop/124402411
三星商户,0,0,0,华强南,0,特色铁锅城,小吃快餐,0,http://www.dianping.com/shop/67016301
三星商户,0,0,0,华强南,0,田洋甜品,面包甜点,0,http://www.dianping.com/shop/20762273
三星商户,0,0,0,华强南,0,甲指情(福星总店),小吃快餐,0,http://www.dianping.com/shop/71733543
三星商户,0,0,0,华强南,0,百士佳便利店,其他美食,0,http://www.dianping.com/shop/66901269
三星商户,0,0,0,华强南,0,盛隆行大闸蟹(福田店),江河湖海鲜,0,http://www.dianping.com/shop/48360702
三星商户,0,0,0,华强南,0,粥佳园(红谷滩世贸广场店),小吃快餐,0,http://www.dianping.com/shop/77700904
三星商户,0,0,0,华强南,0,老潮澄海卤鹅饭(爱华店),小吃快餐,0,http://www.dianping.com/shop/48997476
三星商户,0,0,0,华强南,0,聚品轩,其他美食,0,http://www.dianping.com/shop/20757636
三星商户,0,0,0,华强南,0,艳成饼店,面包甜点,0,http://www.dianping.com/shop/20756009
三星商户,0,0,0,华强南,0,苏菲日式铁板烧,小吃快餐,0,http://www.dianping.com/shop/97923841
三星商户,0,0,0,华强南,0,虾蟹神将小龙虾,烧烤,0,http://www.dianping.com/shop/110797497
三星商户,0,0,0,华强南,0,财记汤粉面,粥粉面,0,http://www.dianping.com/shop/124260496
三星商户,0,0,0,华强南,0,辣椒炒肉(福田店),川菜,0,http://www.dianping.com/shop/99093665
三星商户,0,0,0,华强南,0,都市小站,小吃快餐,0,http://www.dianping.com/shop/4586822
三星商户,0,0,0,华强南,0,鑫洁便利店,其他美食,0,http://www.dianping.com/shop/20735674
三星商户,0,0,0,华强南,0,阿驴肠粉炖汤,粥粉面,0,http://www.dianping.com/shop/97486273
三星商户,0,0,0,华强南,0,陈记石斑鱼头火锅,火锅,0,http://www.dianping.com/shop/79326074
三星商户,0,0,0,华强南,0,集佰家隆江猪脚强,小吃快餐,0,http://www.dianping.com/shop/77814325
三星商户,0,0,0,华强南,0,馍馍哥包子店,小吃快餐,0,http://www.dianping.com/shop/79844013
三星商户,0,0,0,华强南,0,鲜粉人家,粥粉面,￥13,http://www.dianping.com/shop/23434298
三星商户,0,0,0,华强南,12,领鲜海产(爱华店),小吃快餐,￥40,http://www.dianping.com/shop/57417245
三星商户,0,0,0,华强南,16,汕尾牛腩粉,粥粉面,0,http://www.dianping.com/shop/99056325
三星商户,0,0,0,华强南,17,桥柱羊肉火锅特色牛肉铁板烧,火锅,0,http://www.dianping.com/shop/91983255
三星商户,0,0,0,华强南,1,佳味源食馆,粤菜,0,http://www.dianping.com/shop/92336955
三星商户,0,0,0,华强南,1,善顶鲜黄牛肉(赤尾村店),水果生鲜,0,http://www.dianping.com/shop/99254531
三星商户,0,0,0,华强南,1,希拉清真餐厅,其他美食,0,http://www.dianping.com/shop/91965054
三星商户,0,0,0,华强南,1,牛魔王汕头牛肉火锅,火锅,￥87,http://www.dianping.com/shop/26959893
三星商户,0,0,0,华强南,26,郑记云吞饺,小吃快餐,0,http://www.dianping.com/shop/98302434
三星商户,0,0,0,华强南,372,潮汕小炒,小吃快餐,0,http://www.dianping.com/shop/97562156
三星商户,0,0,0,华强南,39,80後原茶鲜萃,饮品店,0,http://www.dianping.com/shop/102263813
三星商户,0,0,0,华强南,3,鹅来了港式烧腊,小吃快餐,0,http://www.dianping.com/shop/97958226
三星商户,0,0,0,岗厦,0,Enjoy,饮品店,0,http://www.dianping.com/shop/77419724
三星商户,0,0,0,岗厦,0,putien新加坡莆田餐馆(SG店),小吃快餐,0,http://www.dianping.com/shop/80221068
三星商户,0,0,0,岗厦,0,royaltea皇茶,饮品店,0,http://www.dianping.com/shop/114885365
三星商户,0,0,0,岗厦,0,U18纯手工现酿酸奶,饮品店,0,http://www.dianping.com/shop/77615183
三星商户,0,0,0,岗厦,0,weiweiyuan自选时尚餐厅,小吃快餐,0,http://www.dianping.com/shop/80477782
三星商户,0,0,0,岗厦,0,一方美味餐厅,川菜,0,http://www.dianping.com/shop/63049933
三星商户,0,0,0,岗厦,0,九大口(岗厦分店),饮品店,0,http://www.dianping.com/shop/68609786
三星商户,0,0,0,岗厦,0,厨房物语(岗厦店),小吃快餐,0,http://www.dianping.com/shop/92896897
三星商户,0,0,0,岗厦,0,四川餐厅(岗厦店),川菜,0,http://www.dianping.com/shop/65367748
三星商户,0,0,0,岗厦,0,宫廷米发糕,面包甜点,0,http://www.dianping.com/shop/79759668
三星商户,0,0,0,岗厦,0,山东手工水饺,小吃快餐,￥14,http://www.dianping.com/shop/41540728
三星商户,0,0,0,岗厦,0,张记潮州砂锅粥,小吃快餐,0,http://www.dianping.com/shop/69400182
三星商户,0,0,0,岗厦,0,文军创意工作室,其他美食,0,http://www.dianping.com/shop/91633487
三星商户,0,0,0,岗厦,0,新潮兴蕃茨粥,小吃快餐,0,http://www.dianping.com/shop/16924496
三星商户,0,0,0,岗厦,0,明星瓦罐汤,川菜,0,http://www.dianping.com/shop/20899466
三星商户,0,0,0,岗厦,0,潮州砂锅粥岗厦分店,小吃快餐,0,http://www.dianping.com/shop/45414942
三星商户,0,0,0,岗厦,0,爽爽柳州螺蛳粉(岗厦店),粥粉面,0,http://www.dianping.com/shop/102102765
三星商户,0,0,0,岗厦,0,牛哥坚果,小吃快餐,0,http://www.dianping.com/shop/58407418
三星商户,0,0,0,岗厦,0,百星珠宝,粤菜,0,http://www.dianping.com/shop/38307807
三星商户,0,0,0,岗厦,0,美家圆川菜馆,川菜,0,http://www.dianping.com/shop/107985042
三星商户,0,0,0,岗厦,0,茶风暴(福源大厦店),饮品店,0,http://www.dianping.com/shop/4587770
三星商户,0,0,0,岗厦,0,萍姐香味道小食店,小吃快餐,0,http://www.dianping.com/shop/79745828
三星商户,0,0,0,岗厦,0,贡茶(福田店),饮品店,0,http://www.dianping.com/shop/110233712
三星商户,0,0,0,岗厦,0,金尚煌,小吃快餐,0,http://www.dianping.com/shop/67593744
三星商户,0,0,0,岗厦,0,金牌隆江猪脚饭,小吃快餐,0,http://www.dianping.com/shop/66796279
三星商户,0,0,0,岗厦,0,阿罗耶·轻食沙拉,西餐,0,http://www.dianping.com/shop/113932214
三星商户,0,0,0,岗厦,0,非常牛杂铺,小吃快餐,0,http://www.dianping.com/shop/48539182
三星商户,0,0,0,岗厦,0,食运佳,其他美食,0,http://www.dianping.com/shop/102375612
三星商户,0,0,0,岗厦,190,大益干果行,小吃快餐,0,http://www.dianping.com/shop/20760631
三星商户,0,0,0,岗厦,6,小张烤鱼,川菜,￥30,http://www.dianping.com/shop/67213858
三星商户,0,0,0,岗厦,93,饼承美味,小吃快餐,0,http://www.dianping.com/shop/102492930
三星商户,0,0,0,岗厦,96,蒸好椰,小吃快餐,0,http://www.dianping.com/shop/97466844
三星商户,0,0,0,岗厦,9,勿忘窑鸡,小吃快餐,0,http://www.dianping.com/shop/93543906
三星商户,0,0,0,市中心区,0,a little bit 餐厅,西餐,0,http://www.dianping.com/shop/90270479
三星商户,0,0,0,市中心区,0,ALOWPROFILE,其他美食,0,http://www.dianping.com/shop/62474982
三星商户,0,0,0,市中心区,0,Anabaia,其他美食,0,http://www.dianping.com/shop/69384671
三星商户,0,0,0,市中心区,0,COCO(连城新天地店),饮品店,0,http://www.dianping.com/shop/124554341
三星商户,0,0,0,市中心区,0,COFFEE HOUSE,饮品店,0,http://www.dianping.com/shop/18359901
三星商户,0,0,0,市中心区,0,fusion276,其他美食,0,http://www.dianping.com/shop/38306544
三星商户,0,0,0,市中心区,0,gaeyu,其他美食,0,http://www.dianping.com/shop/69372133
三星商户,0,0,0,市中心区,0,Nectar Juice,饮品店,0,http://www.dianping.com/shop/79364887
三星商户,0,0,0,市中心区,0,viva voce,西餐,0,http://www.dianping.com/shop/79518706
三星商户,0,0,0,市中心区,0,兰烬,其他美食,0,http://www.dianping.com/shop/17811415
三星商户,0,0,0,市中心区,0,可爱多表白神器(皇庭广场店),饮品店,0,http://www.dianping.com/shop/67325720
三星商户,0,0,0,市中心区,0,后钵食代(怡景中心城店),小吃快餐,0,http://www.dianping.com/shop/79576821
三星商户,0,0,0,市中心区,0,大黄鸭专柜,面包甜点,0,http://www.dianping.com/shop/80319246
三星商户,0,0,0,市中心区,0,徽臻阁,粤菜,0,http://www.dianping.com/shop/4272707
三星商户,0,0,0,市中心区,0,普罗维诺意大利餐厅,西餐,0,http://www.dianping.com/shop/9204433
三星商户,0,0,0,市中心区,0,潮腾汕头牛肉火锅,火锅,0,http://www.dianping.com/shop/66473611
三星商户,0,0,0,市中心区,0,牛扒采购部,西餐,0,http://www.dianping.com/shop/79731288
三星商户,0,0,0,市中心区,0,玖捌柒,面包甜点,0,http://www.dianping.com/shop/90926366
三星商户,0,0,0,市中心区,0,缇茶(皇庭广场店),面包甜点,0,http://www.dianping.com/shop/65689581
三星商户,0,0,0,市中心区,0,街子嘟音乐川菜,小吃快餐,0,http://www.dianping.com/shop/79995118
三星商户,0,0,0,市中心区,0,迪可可(中心城广场店),面包甜点,0,http://www.dianping.com/shop/103158251
三星商户,0,0,0,市中心区,0,金冠,面包甜点,0,http://www.dianping.com/shop/105614850
三星商户,0,0,0,市中心区,0,阪尚釜,小吃快餐,0,http://www.dianping.com/shop/79930488
三星商户,0,0,0,市中心区,0,韩蓉芙(怡景中心城店),小吃快餐,0,http://www.dianping.com/shop/79575506
三星商户,0,0,0,市中心区,0,饮料贩卖机,饮品店,0,http://www.dianping.com/shop/125236089
三星商户,0,0,0,市中心区,1,古韵传奇(连城·新天地店),其他美食,0,http://www.dianping.com/shop/97425894
三星商户,0,0,0,市中心区,418,美果果(皇庭博纳店),小吃快餐,0,http://www.dianping.com/shop/98698581
